Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Discount,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,14.015999999999998,0.2,4.9056
Standard Class,Corporate,Richmond,Kentucky,South,Office Supplies,Storage,69.52,0.0,19.4656
Standard Class,Corporate,Richmond,Kentucky,South,Office Supplies,Art,5.64,0.0,1.6356
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,13.776,0.2,4.4772
Standard Class,Consumer,Wausau,Wisconsin,Central,Office Supplies,Appliances,245.88,0.0,68.8464
Standard Class,Consumer,Wausau,Wisconsin,Central,Office Supplies,Storage,36.63,0.0,9.8901
Standard Class,Consumer,Wausau,Wisconsin,Central,Office Supplies,Storage,22.58,0.0,5.8708
Standard Class,Consumer,Wausau,Wisconsin,Central,Office Supplies,Binders,12.39,0.0,5.8233
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,39.92,0.2,13.472999999999999
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,61.96,0.0,27.881999999999998
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,19.936,0.2,7.2268
First Class,Consumer,Dublin,Ohio,East,Office Supplies,Binders,3.798,0.7,-2.6586
First Class,Consumer,Dublin,Ohio,East,Office Supplies,Paper,27.744,0.2,10.0572
First Class,Consumer,Dublin,Ohio,East,Technology,Phones,158.376,0.4,-34.3148
Standard Class,Home Office,Henderson,Kentucky,South,Furniture,Furnishings,27.58,0.0,11.5836
Standard Class,Consumer,Bowling Green,Ohio,East,Office Supplies,Binders,5.553,0.7,-4.0722
Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,243.92,0.2,-54.882
First Class,Consumer,Lakewood,New Jersey,East,Office Supplies,Fasteners,14.96,0.0,0.2992
Second Class,Consumer,Rochester,New York,East,Office Supplies,Binders,10.512,0.2,3.6792
Second Class,Corporate,Salem,Oregon,West,Technology,Phones,263.96,0.2,19.797
Second Class,Corporate,Salem,Oregon,West,Office Supplies,Art,71.632,0.2,17.908
Second Class,Corporate,Salem,Oregon,West,Office Supplies,Art,9.328,0.2,0.8162
Standard Class,Consumer,Pasco,Washington,West,Office Supplies,Art,5.88,0.0,2.6460000000000004
Standard Class,Consumer,Pasco,Washington,West,Furniture,Chairs,975.92,0.2,121.99
Standard Class,Consumer,Pasco,Washington,West,Office Supplies,Art,303.84,0.0,91.152
Standard Class,Consumer,Pasco,Washington,West,Office Supplies,Storage,485.88,0.0,19.4352
Second Class,Consumer,Oakland,California,West,Furniture,Furnishings,12.54,0.0,4.5144
Second Class,Consumer,Oakland,California,West,Office Supplies,Storage,8.94,0.0,0.6258
Second Class,Consumer,Oakland,California,West,Furniture,Furnishings,9.24,0.0,4.4352
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,70.008,0.2,24.5028
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,77.6,0.0,38.024
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,464.85,0.0,92.97
Standard Class,Corporate,Oak Park,Illinois,Central,Office Supplies,Art,10.192,0.2,1.0192
Standard Class,Corporate,Morristown,New Jersey,East,Office Supplies,Binders,1793.98,0.0,843.1706
Second Class,Home Office,Austin,Texas,Central,Technology,Phones,758.352,0.2,265.4232
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,20.368,0.2,7.3834
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,49.848,0.2,16.8237
Standard Class,Consumer,New York City,New York,East,Technology,Phones,239.97,0.0,67.1916
Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,2404.7039999999997,0.2,150.29399999999998
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,563.024,0.2,190.0206
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,344.91,0.0,10.3473
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,8.64,0.0,4.2336
Standard Class,Corporate,Lancaster,Pennsylvania,East,Technology,Phones,89.988,0.4,-14.998
Standard Class,Corporate,Lancaster,Pennsylvania,East,Office Supplies,Paper,229.544,0.2,83.2097
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,1.824,0.2,0.6156
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,18.32,0.8,-46.716
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,48.816,0.2,-11.5938
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.188,0.8,-1.9602
Standard Class,Corporate,Columbus,Ohio,East,Technology,Accessories,119.8,0.2,29.95
Standard Class,Home Office,Durham,North Carolina,South,Office Supplies,Storage,61.568000000000005,0.2,4.6176
Standard Class,Home Office,Durham,North Carolina,South,Office Supplies,Art,6.192,0.2,0.4644
First Class,Consumer,Pensacola,Florida,South,Office Supplies,Binders,2.214,0.7,-1.476
Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Envelopes,5.32,0.0,2.6068
Second Class,Corporate,Henderson,Kentucky,South,Furniture,Chairs,975.92,0.0,292.776
Second Class,Corporate,Henderson,Kentucky,South,Technology,Accessories,2249.91,0.0,517.4793
Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Storage,59.92,0.0,16.7776
Standard Class,Consumer,Anaheim,California,West,Office Supplies,Binders,171.2,0.2,64.2
Standard Class,Consumer,Anaheim,California,West,Office Supplies,Art,3.36,0.0,0.8736
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,114.2,0.0,52.532
Second Class,Corporate,Marietta,Georgia,South,Furniture,Chairs,182.67,0.0,52.9743
Second Class,Corporate,Marietta,Georgia,South,Technology,Accessories,101.7,0.0,6.102
Second Class,Corporate,Marietta,Georgia,South,Office Supplies,Storage,1126.02,0.0,56.301
Second Class,Corporate,Marietta,Georgia,South,Office Supplies,Storage,1263.3,0.0,315.825
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Art,8.82,0.0,2.5578
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,37.94,0.0,18.2112
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Art,4.2,0.0,1.176
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,227.28,0.0,2.2728
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,47.9,0.0,22.991999999999997
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Envelopes,61.96,0.0,30.3604
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,1117.92,0.0,55.896
First Class,Consumer,Parma,Ohio,East,Furniture,Chairs,183.372,0.3,-7.8588
First Class,Consumer,Parma,Ohio,East,Office Supplies,Paper,7.968,0.2,2.8884
Standard Class,Consumer,Gresham,Oregon,West,Office Supplies,Binders,26.351999999999997,0.7,-18.4464
Standard Class,Corporate,Anaheim,California,West,Office Supplies,Storage,481.32,0.0,125.1432
Standard Class,Corporate,Anaheim,California,West,Office Supplies,Supplies,13.98,0.0,3.6348
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,25.92,0.2,9.072000000000001
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,91.59,0.0,42.1314
Second Class,Corporate,Houston,Texas,Central,Furniture,Chairs,674.058,0.3,-19.2588
Second Class,Corporate,Concord,New Hampshire,East,Office Supplies,Binders,22.92,0.0,11.0016
Second Class,Corporate,Concord,New Hampshire,East,Office Supplies,Storage,269.9,0.0,16.194000000000003
Second Class,Consumer,Fairfield,Ohio,East,Office Supplies,Binders,11.808,0.7,-8.6592
Second Class,Consumer,Fairfield,Ohio,East,Technology,Phones,9.588,0.4,-2.0774
Standard Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Envelopes,18.336,0.2,6.6468
Standard Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Paper,36.288000000000004,0.2,12.7008
Standard Class,Consumer,Johnson City,Tennessee,South,Technology,Phones,111.984,0.2,6.999
Standard Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Binders,5.97,0.7,-4.577
Standard Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Binders,2.508,0.7,-1.8392
Second Class,Consumer,Seattle,Washington,West,Office Supplies,Art,35.96,0.0,10.4284
Second Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,14.952,0.2,5.4201
Second Class,Consumer,League City,Texas,Central,Office Supplies,Art,67.14399999999999,0.2,5.8751
Second Class,Consumer,League City,Texas,Central,Furniture,Chairs,254.058,0.3,-32.6646
Standard Class,Corporate,Gaithersburg,Maryland,East,Furniture,Bookcases,173.94,0.0,38.2668
Standard Class,Corporate,Gaithersburg,Maryland,East,Technology,Phones,231.98,0.0,67.2742
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,2.296,0.8,-3.9032
Second Class,Home Office,Huntsville,Alabama,South,Office Supplies,Paper,96.08,0.0,46.1184
Second Class,Home Office,Huntsville,Alabama,South,Office Supplies,Fasteners,3.62,0.0,1.1946
Second Class,Home Office,Huntsville,Alabama,South,Office Supplies,Paper,629.1,0.0,301.968
Second Class,Home Office,Huntsville,Alabama,South,Technology,Phones,90.48,0.0,23.5248
First Class,Corporate,Lawrence,Massachusetts,East,Office Supplies,Art,14.88,0.0,3.72
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,91.275,0.5,-67.5435
Standard Class,Home Office,Fairfield,Connecticut,East,Office Supplies,Paper,19.44,0.0,9.3312
Standard Class,Home Office,Fairfield,Connecticut,East,Furniture,Chairs,897.15,0.0,251.202
First Class,Consumer,New York City,New York,East,Office Supplies,Art,57.75,0.0,16.17
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,14.94,0.0,7.0218
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Art,23.1,0.0,6.93
Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Envelopes,12.536,0.2,4.2309
Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,1.08,0.7,-0.792
Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Fasteners,4.512,0.2,0.846
Standard Class,Corporate,Lehi,Utah,West,Technology,Phones,16.776,0.2,1.6776
Standard Class,Home Office,Tuscaloosa,Alabama,South,Office Supplies,Binders,33.74,0.0,15.5204
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,1325.85,0.0,238.653
Standard Class,Consumer,San Francisco,California,West,Furniture,Bookcases,333.999,0.15,3.9294
Standard Class,Consumer,Wilmington,Delaware,East,Furniture,Chairs,1268.82,0.0,266.4522
Standard Class,Consumer,Wilmington,Delaware,East,Furniture,Bookcases,283.92,0.0,82.3368
Standard Class,Consumer,Wilmington,Delaware,East,Office Supplies,Art,5.68,0.0,1.7608
Standard Class,Consumer,Lafayette,Indiana,Central,Office Supplies,Storage,375.34,0.0,18.767
First Class,Consumer,Redondo Beach,California,West,Office Supplies,Paper,96.08,0.0,46.1184
First Class,Consumer,Redondo Beach,California,West,Office Supplies,Binders,11.68,0.2,3.9419999999999997
First Class,Consumer,Redondo Beach,California,West,Office Supplies,Fasteners,4.36,0.0,1.7876
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,29.24,0.0,13.7428
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,117.488,0.2,41.1208
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,18.84,0.0,6.0288
Second Class,Consumer,New York City,New York,East,Office Supplies,Art,12.42,0.0,5.2164
Standard Class,Consumer,Royal Oak,Michigan,Central,Office Supplies,Paper,12.96,0.0,6.2208
Second Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,69.48,0.0,20.844
Standard Class,Corporate,New York City,New York,East,Technology,Phones,85.9,0.0,2.577
Second Class,Corporate,North Las Vegas,Nevada,West,Office Supplies,Art,18.06,0.0,4.6956
Second Class,Corporate,North Las Vegas,Nevada,West,Office Supplies,Paper,79.14,0.0,36.4044
Second Class,Corporate,North Las Vegas,Nevada,West,Furniture,Furnishings,37.4,0.0,14.212
Standard Class,Consumer,Carrollton,Texas,Central,Office Supplies,Binders,2.512,0.8,-4.396
Standard Class,Consumer,Carrollton,Texas,Central,Office Supplies,Fasteners,18.864,0.2,6.1308
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,61.192,0.2,6.1192
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,67.84,0.0,18.3168
First Class,Consumer,Seattle,Washington,West,Furniture,Chairs,48.711999999999996,0.2,5.4801
First Class,Consumer,Seattle,Washington,West,Office Supplies,Art,17.94,0.0,4.6644
First Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,242.94,0.0,4.8588
Second Class,Consumer,Fort Lauderdale,Florida,South,Office Supplies,Binders,7.763999999999999,0.7,-5.176
Second Class,Corporate,Columbia,Tennessee,South,Technology,Phones,467.04,0.2,58.38
Second Class,Home Office,Providence,Rhode Island,East,Technology,Phones,128.85,0.0,3.8655
Second Class,Home Office,Providence,Rhode Island,East,Office Supplies,Paper,8.4,0.0,4.1160000000000005
Second Class,Home Office,Providence,Rhode Island,East,Technology,Accessories,199.98,0.0,83.9916
Second Class,Home Office,Providence,Rhode Island,East,Furniture,Chairs,110.98,0.0,15.5372
First Class,Corporate,Jacksonville,Florida,South,Furniture,Chairs,207.984,0.2,-28.5978
First Class,Corporate,Jacksonville,Florida,South,Office Supplies,Paper,36.111999999999995,0.2,12.6392
First Class,Corporate,Jacksonville,Florida,South,Furniture,Furnishings,35.568000000000005,0.2,5.7798
First Class,Corporate,Jacksonville,Florida,South,Office Supplies,Paper,88.76799999999999,0.2,31.0688
Standard Class,Home Office,Oceanside,California,West,Office Supplies,Paper,12.9,0.0,6.321000000000001
Second Class,Corporate,Jacksonville,Florida,South,Technology,Accessories,717.12,0.2,152.388
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,21.36,0.2,7.209
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,6.688,0.2,2.3408
First Class,Consumer,New York City,New York,East,Technology,Phones,773.94,0.0,224.4426
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Supplies,20.568,0.2,1.5426
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,4.356,0.8,-11.7612
Second Class,Corporate,Chicago,Illinois,Central,Technology,Accessories,19.04,0.2,-1.4280000000000002
Standard Class,Corporate,Huntington Beach,California,West,Office Supplies,Labels,5.22,0.0,2.4012
Second Class,Consumer,San Diego,California,West,Office Supplies,Storage,84.84,0.0,22.9068
Standard Class,Corporate,Nashville,Tennessee,South,Office Supplies,Fasteners,7.24,0.2,1.1765
Same Day,Consumer,New York City,New York,East,Office Supplies,Labels,14.4,0.0,7.056
Standard Class,Home Office,Colorado Springs,Colorado,West,Office Supplies,Paper,15.552,0.2,5.4432
Standard Class,Home Office,Colorado Springs,Colorado,West,Furniture,Chairs,1325.76,0.2,149.148
Standard Class,Home Office,Colorado Springs,Colorado,West,Office Supplies,Binders,3.108,0.7,-2.1756
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,6.672000000000001,0.2,2.1684
Standard Class,Home Office,San Francisco,California,West,Technology,Phones,689.408,0.2,77.5584
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,1889.99,0.8,-2929.4845
Standard Class,Corporate,Memphis,Tennessee,South,Office Supplies,Envelopes,55.93600000000001,0.2,18.8784
Standard Class,Corporate,Memphis,Tennessee,South,Office Supplies,Labels,18.432000000000002,0.2,5.9904
Standard Class,Corporate,Memphis,Tennessee,South,Furniture,Furnishings,20.32,0.2,3.556
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,52.06399999999999,0.2,18.8732
Standard Class,Corporate,Raleigh,North Carolina,South,Office Supplies,Appliances,48.784,0.2,3.6588
Standard Class,Corporate,Raleigh,North Carolina,South,Office Supplies,Binders,13.092,0.7,-10.0372
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,109.59200000000001,0.2,8.2194
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,56.7,0.0,27.783
Standard Class,Home Office,Los Angeles,California,West,Technology,Accessories,79.99,0.0,28.7964
Same Day,Home Office,Newport News,Virginia,South,Office Supplies,Supplies,69.5,0.0,20.155
Same Day,Home Office,Newport News,Virginia,South,Office Supplies,Paper,191.6,0.0,91.96799999999999
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,10.56,0.0,5.0688
Second Class,Consumer,Jackson,Mississippi,South,Technology,Accessories,47.79,0.0,16.2486
Second Class,Corporate,Richmond,Indiana,Central,Office Supplies,Storage,714.3,0.0,207.14700000000002
Standard Class,Home Office,New York City,New York,East,Technology,Machines,2321.9,0.0,1114.512
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,17.94,0.0,3.0498
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.522,0.7,-6.9828
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,791.9639999999999,0.4,-131.994
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.923,0.7,-3.9384
First Class,Corporate,Phoenix,Arizona,West,Furniture,Bookcases,209.979,0.7,-356.9643
Standard Class,Home Office,Cleveland,Ohio,East,Office Supplies,Binders,33.93,0.7,-22.62
Standard Class,Home Office,Cleveland,Ohio,East,Office Supplies,Storage,222.32,0.2,25.011
Standard Class,Home Office,Cleveland,Ohio,East,Technology,Phones,210.56400000000002,0.4,-52.641000000000005
Standard Class,Consumer,Toledo,Ohio,East,Furniture,Furnishings,35.168,0.2,9.6712
Standard Class,Consumer,Toledo,Ohio,East,Technology,Phones,1502.376,0.4,-250.396
First Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,10.11,0.0,3.2352
First Class,Consumer,Los Angeles,California,West,Technology,Accessories,772.47,0.0,146.7693
First Class,Consumer,Los Angeles,California,West,Office Supplies,Supplies,20.46,0.0,5.3196
Second Class,Corporate,New York City,New York,East,Office Supplies,Supplies,347.58,0.0,17.379
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,72.64,0.0,21.791999999999998
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,772.47,0.0,146.7693
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,39.92,0.0,11.1776
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,33.48,0.0,16.4052
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Technology,Phones,461.97,0.0,133.9713
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Appliances,137.62,0.0,60.5528
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Furniture,Chairs,302.67,0.0,72.6408
Second Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,239.976,0.2,53.9946
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,8.34,0.0,2.1684
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Supplies,8.57,0.0,2.2282
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,119.616,0.2,40.3704
Standard Class,Corporate,Vineland,New Jersey,East,Furniture,Chairs,212.94,0.0,25.5528
Standard Class,Corporate,Vineland,New Jersey,East,Office Supplies,Appliances,26.49,0.0,7.4172
Second Class,Home Office,Milwaukee,Wisconsin,Central,Furniture,Bookcases,687.4,0.0,48.118
Standard Class,Corporate,Seattle,Washington,West,Furniture,Tables,653.55,0.0,111.1035
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,33.9,0.0,2.0340000000000003
Second Class,Consumer,Naperville,Illinois,Central,Technology,Accessories,239.96,0.2,83.986
First Class,Corporate,Wilmington,Delaware,East,Furniture,Tables,199.83599999999998,0.3,-37.1124
First Class,Corporate,Wilmington,Delaware,East,Technology,Phones,716.0,0.0,193.32
First Class,Corporate,Wilmington,Delaware,East,Office Supplies,Binders,221.06,0.0,103.8982
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,67.71,0.0,32.5008
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,129.92,0.0,38.976
Second Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,467.46,0.0,191.6586
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,61.4,0.0,28.858
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,720.76,0.0,187.3976
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,5.184,0.2,1.8144
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,14.7,0.0,3.969
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.134,0.8,-13.8278
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,79.984,0.2,13.9972
Standard Class,Home Office,Des Moines,Washington,West,Office Supplies,Paper,18.54,0.0,8.7138
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,24.4,0.2,7.93
Same Day,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,195.64,0.0,91.9508
Second Class,Consumer,Dallas,Texas,Central,Technology,Accessories,398.4,0.2,84.66
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,7.056,0.2,0.7938
Second Class,Consumer,Dallas,Texas,Central,Furniture,Bookcases,1352.3976,0.32,-437.5404
First Class,Consumer,Moreno Valley,California,West,Office Supplies,Paper,26.4,0.0,11.88
First Class,Consumer,Moreno Valley,California,West,Office Supplies,Storage,41.88,0.0,0.8376
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,99.846,0.7,-83.205
Second Class,Consumer,Georgetown,Kentucky,South,Technology,Phones,699.98,0.0,195.9944
Second Class,Consumer,Georgetown,Kentucky,South,Office Supplies,Storage,584.82,0.0,70.1784
Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,43.98,0.0,21.99
Standard Class,Consumer,Minneapolis,Minnesota,Central,Technology,Phones,377.97,0.0,105.8316
Standard Class,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,123.96,0.0,11.1564
First Class,Consumer,Wilmington,Delaware,East,Technology,Phones,391.98,0.0,113.6742
Standard Class,Consumer,Burlington,North Carolina,South,Technology,Accessories,383.976,0.2,81.5949
Standard Class,Consumer,Burlington,North Carolina,South,Furniture,Tables,1781.682,0.4,-653.2834
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Art,21.4,0.0,6.206
Standard Class,Home Office,Trenton,Michigan,Central,Technology,Copiers,549.99,0.0,274.995
Standard Class,Home Office,Trenton,Michigan,Central,Office Supplies,Appliances,167.535,0.1,37.23
Standard Class,Home Office,Trenton,Michigan,Central,Office Supplies,Envelopes,38.34,0.0,17.253
Standard Class,Home Office,Trenton,Michigan,Central,Furniture,Furnishings,53.88,0.0,22.6296
Standard Class,Home Office,Trenton,Michigan,Central,Technology,Phones,299.98,0.0,83.9944
Same Day,Consumer,San Francisco,California,West,Office Supplies,Storage,62.8,0.0,15.7
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,13.904000000000002,0.2,4.5188
Second Class,Consumer,Houston,Texas,Central,Furniture,Tables,744.1,0.3,-95.67
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,44.84,0.2,5.605
Second Class,Consumer,Houston,Texas,Central,Furniture,Tables,401.59,0.3,-131.951
Standard Class,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Binders,18.24,0.0,8.5728
Standard Class,Consumer,San Francisco,California,West,Furniture,Bookcases,359.499,0.15,-29.6058
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,10.48,0.0,2.8296
Same Day,Home Office,Cleveland,Ohio,East,Office Supplies,Paper,20.736,0.2,7.2576
Standard Class,Consumer,Monroe,North Carolina,South,Technology,Accessories,35.168,0.2,8.3524
Standard Class,Consumer,Monroe,North Carolina,South,Office Supplies,Paper,64.704,0.2,23.4552
Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,105.52,0.0,48.5392
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,5.792000000000001,0.8,-9.5568
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,466.158,0.4,-93.2316
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,10.312000000000001,0.2,-1.2890000000000001
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.556,0.7,-1.7892
First Class,Corporate,Loveland,Colorado,West,Office Supplies,Paper,7.968,0.2,2.8884
First Class,Corporate,Loveland,Colorado,West,Office Supplies,Envelopes,8.783999999999999,0.2,3.1842
Standard Class,Consumer,Loveland,Colorado,West,Office Supplies,Fasteners,3.0239999999999996,0.2,-0.6048
Standard Class,Corporate,Woonsocket,Rhode Island,East,Office Supplies,Storage,51.45,0.0,13.8915
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,14.015999999999998,0.8,-31.535999999999998
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,214.95,0.5,-120.37200000000001
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,35.04,0.2,-7.007999999999999
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,10.776,0.6,-4.8492
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.6,0.8,-8.05
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,35.168,0.2,-8.3524
Standard Class,Home Office,Bakersfield,California,West,Office Supplies,Binders,19.152,0.2,6.4638
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Art,4.448,0.2,0.3336
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,5.184,0.2,1.8792
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,15.552,0.2,5.4432
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,40.032,0.2,12.51
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,16.776,0.2,5.0328
Standard Class,Consumer,Deltona,Florida,South,Furniture,Chairs,186.304,0.2,13.9728
Standard Class,Corporate,Columbus,Georgia,South,Technology,Accessories,66.36,0.0,23.226
First Class,Home Office,Nashville,Tennessee,South,Office Supplies,Art,42.048,0.2,5.256
First Class,Home Office,Nashville,Tennessee,South,Office Supplies,Art,67.92,0.2,6.792000000000001
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,52.512,0.2,19.692
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,186.912,0.2,-35.046
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.048,0.2,3.14
Same Day,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,17.496,0.6,-7.4358
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,15.552,0.2,5.4432
Standard Class,Consumer,Carlsbad,New Mexico,West,Office Supplies,Binders,10.776,0.2,3.3675
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,3.304,0.2,1.0738
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,35.48,0.0,0.0
Standard Class,Consumer,Oceanside,New York,East,Office Supplies,Fasteners,34.44,0.0,16.1868
Standard Class,Consumer,Oceanside,New York,East,Technology,Machines,629.93,0.0,296.0671
Standard Class,Consumer,Oceanside,New York,East,Office Supplies,Binders,79.056,0.2,28.6578
Standard Class,Corporate,Lafayette,Louisiana,South,Office Supplies,Storage,232.55,0.0,9.302
Standard Class,Corporate,Lafayette,Louisiana,South,Technology,Accessories,99.98,0.0,42.9914
Standard Class,Corporate,Lafayette,Louisiana,South,Office Supplies,Paper,19.44,0.0,9.3312
Standard Class,Corporate,Lafayette,Louisiana,South,Office Supplies,Paper,12.96,0.0,6.3504
Same Day,Consumer,New York City,New York,East,Furniture,Tables,464.292,0.4,-108.3348
